date,montant_total,nb_transactions,nb_clients,use_case
2022-03-20,1373589,339,301,supermarche
2022-03-21,1156795,326,263,supermarche
2022-03-22,1197579,278,259,supermarche
2022-03-23,1204118,319,271,supermarche
2022-03-24,1213153,299,271,supermarche
2022-03-25,1291856,298,243,supermarche
2022-03-26,1579662,408,308,supermarche
2022-03-27,1511144,408,350,supermarche
2022-03-28,1387151,455,344,supermarche
2022-03-29,1092761,258,212,supermarche
2022-03-30,1321182,317,251,supermarche
2022-03-31,1171552,297,227,supermarche
2022-04-01,2192386,575,504,supermarche
2022-04-02,3992611,976,922,supermarche
2022-04-03,3608465,860,691,supermarche
2022-04-04,2568223,701,536,supermarche
2022-04-05,2506183,693,543,supermarche
2022-04-06,1669975,516,412,supermarche
2022-04-07,1681590,421,339,supermarche
2022-04-08,1457130,328,294,supermarche
2022-04-09,2201085,606,484,supermarche
2022-04-10,1841704,521,469,supermarche
2022-04-11,1393765,375,288,supermarche
2022-04-12,1472631,394,332,supermarche
2022-04-13,1318251,366,319,supermarche
2022-04-14,1136412,287,217,supermarche
2022-04-15,1535983,409,376,supermarche
2022-04-16,1463718,367,287,supermarche
2022-04-17,1566552,515,446,supermarche
2022-04-18,1191111,270,233,supermarche
2022-04-19,1569637,425,365,supermarche
2022-04-20,1171344,265,219,supermarche
2022-04-21,1360562,437,355,supermarche
2022-04-22,1244315,291,219,supermarche
2022-04-23,1604808,505,449,supermarche
2022-04-24,1711445,434,401,supermarche
2022-04-25,1434317,419,329,supermarche
2022-04-26,1704934,413,376,supermarche
2022-04-27,1621969,455,411,supermarche
2022-04-28,2192571,624,584,supermarche
2022-04-29,2723429,660,594,supermarche
2022-04-30,5071721,1607,1495,supermarche
2022-05-01,5831521,1675,1556,supermarche
2022-05-02,2505759,699,525,supermarche
2022-05-03,2225582,502,434,supermarche
2022-05-04,1777928,450,377,supermarche
2022-05-05,1529325,381,343,supermarche
2022-05-06,1063775,254,230,supermarche
2022-05-07,1528942,495,425,supermarche
2022-05-08,1247486,340,315,supermarche
2022-05-09,1011085,314,283,supermarche
2022-05-10,1123267,286,220,supermarche
2022-05-11,1220211,392,358,supermarche
2022-05-12,1127115,277,212,supermarche
2022-05-13,980216,232,217,supermarche
2022-05-14,1263847,282,253,supermarche
2022-05-15,1242723,298,256,supermarche
2022-05-16,1094159,300,279,supermarche
2022-05-17,1179589,390,329,supermarche
2022-05-18,1051515,340,263,supermarche
2022-05-19,1221873,296,256,supermarche
2022-05-20,1082759,243,200,supermarche
2022-05-21,1665473,499,470,supermarche
2022-05-22,1353481,448,422,supermarche
2022-05-23,1171597,376,323,supermarche
2022-05-24,1197211,268,229,supermarche
2022-05-25,1408333,382,334,supermarche
2022-05-26,1600593,412,383,supermarche
2022-05-27,1849287,541,426,supermarche
2022-05-28,1743380,471,386,supermarche
2022-05-29,1517987,340,322,supermarche
2022-05-30,1379284,340,291,supermarche
2022-05-31,1595652,396,309,supermarche
2022-06-01,1643893,376,343,supermarche
2022-06-02,1492713,339,312,supermarche
2022-06-03,2136270,696,525,supermarche
2022-06-04,2720207,607,473,supermarche
2022-06-05,2043436,525,433,supermarche
2022-06-06,1258731,347,279,supermarche
2022-06-07,1427767,462,426,supermarche
2022-06-08,1269493,305,286,supermarche
2022-06-09,1252195,292,233,supermarche
2022-06-10,1083582,244,212,supermarche
2022-06-11,1559936,466,412,supermarche
2022-06-12,1181205,372,328,supermarche
2022-06-13,1324440,350,316,supermarche
2022-06-14,1432065,374,322,supermarche
2022-06-15,1281193,296,245,supermarche
2022-06-16,1345176,331,262,supermarche
2022-06-17,1464967,457,344,supermarche
2022-06-18,1855468,517,432,supermarche
2022-06-19,1178569,270,221,supermarche
2022-06-20,1356627,377,329,supermarche
2022-06-21,1272127,296,278,supermarche
2022-06-22,993270,269,254,supermarche
2022-06-23,1198813,320,261,supermarche
2022-06-24,1044134,335,259,supermarche
2022-06-25,1712743,536,418,supermarche
2022-06-26,1793256,547,448,supermarche
2022-06-27,1275689,293,247,supermarche
2022-06-28,1289181,392,297,supermarche
2022-06-29,1553001,477,384,supermarche
2022-06-30,1484945,448,368,supermarche
2022-07-01,1446496,385,341,supermarche
2022-07-02,1966220,456,425,supermarche
2022-07-03,1988694,643,517,supermarche
2022-07-04,1732695,528,418,supermarche
2022-07-05,1843677,518,438,supermarche
2022-07-06,1356270,367,330,supermarche
2022-07-07,2304237,754,603,supermarche
2022-07-08,2691019,714,611,supermarche
2022-07-09,1801141,569,477,supermarche
2022-07-10,1317967,387,319,supermarche
2022-07-11,1133256,373,303,supermarche
2022-07-12,1067923,335,310,supermarche
2022-07-13,999145,256,226,supermarche
2022-07-14,1136963,363,311,supermarche
2022-07-15,1364751,351,315,supermarche
2022-07-16,1347719,393,323,supermarche
2022-07-17,1308693,329,284,supermarche
2022-07-18,920545,291,227,supermarche
2022-07-19,1203459,357,279,supermarche
2022-07-20,1086780,333,309,supermarche
2022-07-21,1033149,331,282,supermarche
2022-07-22,1181974,373,309,supermarche
2022-07-23,1504744,337,311,supermarche
2022-07-24,1270074,390,344,supermarche
2022-07-25,1201616,273,235,supermarche
2022-07-26,1094798,263,207,supermarche
2022-07-27,1441527,413,344,supermarche
2022-07-28,1131037,356,310,supermarche
2022-07-29,1367068,398,344,supermarche
2022-07-30,1796954,473,359,supermarche
2022-07-31,1400069,399,309,supermarche
2022-08-01,1670560,493,436,supermarche
2022-08-02,1529060,369,320,supermarche
2022-08-03,1140817,323,302,supermarche
2022-08-04,1918198,451,425,supermarche
2022-08-05,2919772,662,520,supermarche
2022-08-06,3053386,985,884,supermarche
2022-08-07,2160473,673,611,supermarche
2022-08-08,1427703,432,338,supermarche
2022-08-09,1231363,308,263,supermarche
2022-08-10,1088546,307,284,supermarche
2022-08-11,1287443,351,289,supermarche
2022-08-12,1098708,297,240,supermarche
2022-08-13,1467237,438,407,supermarche
2022-08-14,1594005,445,382,supermarche
2022-08-15,1156655,364,341,supermarche
2022-08-16,1241602,315,257,supermarche
2022-08-17,1196108,304,260,supermarche
2022-08-18,1085847,250,226,supermarche
2022-08-19,1064367,315,283,supermarche
2022-08-20,1311797,430,371,supermarche
2022-08-21,1380388,392,358,supermarche
2022-08-22,1137924,359,330,supermarche
2022-08-23,1098326,261,203,supermarche
2022-08-24,996705,298,266,supermarche
2022-08-25,1230590,304,260,supermarche
2022-08-26,1561006,462,378,supermarche
2022-08-27,1414059,382,358,supermarche
2022-08-28,1821635,563,488,supermarche
2022-08-29,1732354,572,528,supermarche
2022-08-30,1440839,327,282,supermarche
2022-08-31,1454742,358,279,supermarche
2022-09-01,1902522,492,428,supermarche
2022-09-02,2287377,519,485,supermarche
2022-09-03,2394187,651,502,supermarche
2022-09-04,2255011,580,481,supermarche
2022-09-05,2085321,676,552,supermarche
2022-09-06,1266208,332,310,supermarche
2022-09-07,1056767,300,245,supermarche
2022-09-08,1235568,370,310,supermarche
2022-09-09,1577774,491,385,supermarche
2022-09-10,1191340,272,223,supermarche
2022-09-11,1468162,379,332,supermarche
2022-09-12,1219068,389,369,supermarche
2022-09-13,1138638,303,263,supermarche
2022-09-14,1303328,393,365,supermarche
2022-09-15,1322256,399,314,supermarche
2022-09-16,1323948,344,262,supermarche
2022-09-17,1613016,387,325,supermarche
2022-09-18,1052119,292,251,supermarche
2022-09-19,1355868,419,329,supermarche
2022-09-20,1109656,279,232,supermarche
2022-09-21,1177277,387,302,supermarche
2022-09-22,1455816,478,379,supermarche
2022-09-23,1557001,465,411,supermarche
2022-09-24,1651800,415,331,supermarche
2022-09-25,1641762,521,416,supermarche
2022-09-26,1625084,382,316,supermarche
2022-09-27,1689419,422,333,supermarche
2022-09-28,1728710,572,438,supermarche
2022-09-29,1559853,470,354,supermarche
2022-09-30,1657409,456,423,supermarche
2022-10-01,2044592,483,395,supermarche
2022-10-02,1963395,505,405,supermarche
2022-10-03,1466854,372,309,supermarche
2022-10-04,1364512,396,372,supermarche
2022-10-05,2941088,709,551,supermarche
2022-10-06,2415898,556,505,supermarche
2022-10-07,3159222,868,654,supermarche
2022-10-08,2499796,632,506,supermarche
2022-10-09,1508729,470,430,supermarche
2022-10-10,1244823,382,307,supermarche
2022-10-11,1344899,444,414,supermarche
2022-10-12,1336994,391,336,supermarche
2022-10-13,1152088,289,264,supermarche
2022-10-14,1317098,337,297,supermarche
2022-10-15,1888912,578,539,supermarche
2022-10-16,1211221,320,243,supermarche
2022-10-17,1014851,312,280,supermarche
2022-10-18,1286383,381,315,supermarche
2022-10-19,1181384,344,282,supermarche
2022-10-20,1133311,294,248,supermarche
2022-10-21,1438069,359,336,supermarche
2022-10-22,1533874,503,403,supermarche
2022-10-23,1629602,418,317,supermarche
2022-10-24,1651278,471,425,supermarche
2022-10-25,1339658,423,323,supermarche
2022-10-26,1523910,377,315,supermarche
2022-10-27,1889376,560,511,supermarche
2022-10-28,1735789,509,441,supermarche
2022-10-29,2296144,648,497,supermarche
2022-10-30,1857762,566,485,supermarche
2022-10-31,1614933,374,335,supermarche
2022-11-01,2025412,501,460,supermarche
2022-11-02,2214019,656,556,supermarche
2022-11-03,2090995,639,551,supermarche
2022-11-04,2019482,461,348,supermarche
2022-11-05,2210472,503,474,supermarche
2022-11-06,1854109,419,353,supermarche
2022-11-07,1334465,383,350,supermarche
2022-11-08,1348501,441,383,supermarche
2022-11-09,1275867,409,363,supermarche
2022-11-10,1285851,366,327,supermarche
2022-11-11,1307149,343,311,supermarche
2022-11-12,1649268,474,414,supermarche
2022-11-13,1613955,481,363,supermarche
2022-11-14,1433774,333,251,supermarche
2022-11-15,1373719,311,282,supermarche
2022-11-16,1524323,338,277,supermarche
2022-11-17,1289040,346,302,supermarche
2022-11-18,1565806,363,343,supermarche
2022-11-19,1686945,464,416,supermarche
2022-11-20,1845502,549,423,supermarche
2022-11-21,1116903,324,258,supermarche
2022-11-22,1169545,381,287,supermarche
2022-11-23,1317080,368,326,supermarche
2022-11-24,1382758,415,390,supermarche
2022-11-25,1515107,343,289,supermarche
2022-11-26,2033243,518,405,supermarche
2022-11-27,1927132,492,419,supermarche
2022-11-28,1648864,492,386,supermarche
2022-11-29,1504094,360,295,supermarche
2022-11-30,1497296,485,457,supermarche
2022-12-01,2491675,616,480,supermarche
2022-12-02,2122313,502,399,supermarche
2022-12-03,2960482,761,659,supermarche
2022-12-04,2155960,687,635,supermarche
2022-12-05,1924027,444,417,supermarche
2022-12-06,1528643,356,324,supermarche
2022-12-07,1666233,532,442,supermarche
2022-12-08,1942662,545,437,supermarche
2022-12-09,1600472,512,406,supermarche
2022-12-10,2450523,608,465,supermarche
2022-12-11,1877288,504,437,supermarche
2022-12-12,1705434,402,329,supermarche
2022-12-13,1701048,500,462,supermarche
2022-12-14,1920367,457,402,supermarche
2022-12-15,1763222,435,385,supermarche
2022-12-16,1678179,427,384,supermarche
2022-12-17,1989872,568,510,supermarche
2022-12-18,1846070,569,519,supermarche
2022-12-19,1494825,496,400,supermarche
2022-12-20,1779414,453,428,supermarche
2022-12-21,1326943,335,287,supermarche
2022-12-22,2228933,534,411,supermarche
2022-12-23,2790237,627,513,supermarche
2022-12-24,5158944,1306,1222,supermarche
2022-12-25,2599928,753,671,supermarche
2022-12-26,2188782,705,610,supermarche
2022-12-27,2187183,712,658,supermarche
2022-12-28,1563306,350,330,supermarche
2022-12-29,2289223,553,417,supermarche
2022-12-30,3342108,1101,897,supermarche
2022-12-31,6190427,1538,1290,supermarche
2023-01-01,3171813,930,882,supermarche
2023-01-02,1777491,547,497,supermarche
2023-01-03,1313749,325,258,supermarche
2023-01-04,1765582,443,356,supermarche
2023-01-05,1662767,375,292,supermarche
2023-01-06,1398179,385,337,supermarche
2023-01-07,1604911,446,358,supermarche
2023-01-08,1438038,331,263,supermarche
2023-01-09,1214537,365,276,supermarche
2023-01-10,1045810,243,205,supermarche
2023-01-11,1414406,317,249,supermarche
2023-01-12,1312918,315,289,supermarche
2023-01-13,1314348,317,277,supermarche
2023-01-14,1651811,393,332,supermarche
2023-01-15,1578533,497,385,supermarche
2023-01-16,1104966,334,283,supermarche
2023-01-17,1478482,477,413,supermarche
2023-01-18,1400307,404,339,supermarche
2023-01-19,1161773,385,294,supermarche
2023-01-20,1158443,297,240,supermarche
2023-01-21,1129268,279,257,supermarche
2023-01-22,1218244,362,342,supermarche
2023-01-23,1143374,355,301,supermarche
2023-01-24,1443703,376,282,supermarche
2023-01-25,1401859,401,342,supermarche
2023-01-26,1428988,468,358,supermarche
2023-01-27,1356129,377,292,supermarche
2023-01-28,2320042,552,436,supermarche
2023-01-29,1939147,596,459,supermarche
2023-01-30,1697284,556,521,supermarche
2023-01-31,1686780,548,470,supermarche
2023-02-01,1807535,443,403,supermarche
2023-02-02,1765827,503,459,supermarche
2023-02-03,1945875,528,463,supermarche
2023-02-04,2255279,595,533,supermarche
2023-02-05,1812925,420,333,supermarche
2023-02-06,1102569,247,201,supermarche
2023-02-07,1213999,304,258,supermarche
2023-02-08,1079442,281,251,supermarche
2023-02-09,1144467,346,306,supermarche
2023-02-10,1165785,375,283,supermarche
2023-02-11,1448685,336,300,supermarche
2023-02-12,1073269,260,217,supermarche
2023-02-13,904864,201,152,supermarche
2023-02-14,918337,213,184,supermarche
2023-02-15,1341923,359,331,supermarche
2023-02-16,1115104,256,213,supermarche
2023-02-17,1235999,282,223,supermarche
2023-02-18,1222196,310,271,supermarche
2023-02-19,1211346,297,276,supermarche
2023-02-20,1134392,346,275,supermarche
2023-02-21,1146462,340,314,supermarche
2023-02-22,1314125,358,305,supermarche
2023-02-23,1339663,412,341,supermarche
2023-02-24,934763,209,167,supermarche
2023-02-25,1236635,297,230,supermarche
2023-02-26,1753479,393,330,supermarche
2023-02-27,1358532,387,354,supermarche
2023-02-28,1168646,320,255,supermarche
2023-03-01,1962652,603,472,supermarche
2023-03-02,1964418,643,576,supermarche
2023-03-03,1714307,401,365,supermarche
2023-03-04,2831957,730,674,supermarche
2023-03-05,2070814,608,462,supermarche
2023-03-06,1226040,322,301,supermarche
2023-03-07,1317794,379,322,supermarche
2023-03-08,1213411,396,308,supermarche
2023-03-09,1342872,364,310,supermarche
2023-03-10,1280594,343,302,supermarche
2023-03-11,1790384,542,479,supermarche
2023-03-12,1270199,285,219,supermarche
2023-03-13,1051826,244,191,supermarche
2023-03-14,1459246,361,331,supermarche
2023-03-15,1270541,339,296,supermarche
2023-03-16,1273352,295,254,supermarche
2023-03-17,1382488,415,365,supermarche
2023-03-18,1825138,508,447,supermarche
2023-03-19,1511224,335,254,supermarche
2023-03-20,1068173,239,198,supermarche
2023-03-21,1236570,321,288,supermarche
2023-03-22,1277705,295,245,supermarche
2023-03-23,1573718,373,336,supermarche
2023-03-24,1212351,288,241,supermarche
2023-03-25,1750838,458,344,supermarche
2023-03-26,1928266,553,455,supermarche
2023-03-27,1905106,531,445,supermarche
2023-03-28,1536075,457,376,supermarche
2023-03-29,1980868,504,424,supermarche
2023-03-30,1930468,540,498,supermarche
2023-03-31,1200316,395,323,supermarche
2023-04-01,4514721,1264,1048,supermarche
2023-04-02,4894162,1251,1129,supermarche
2023-04-03,5604285,1328,1186,supermarche
2023-04-04,3441248,1022,955,supermarche
2023-04-05,2741539,887,831,supermarche
2023-04-06,1490708,399,319,supermarche
2023-04-07,1402739,409,331,supermarche
2023-04-08,1908933,550,479,supermarche
2023-04-09,1982993,486,390,supermarche
2023-04-10,1259594,384,340,supermarche
2023-04-11,1379776,421,359,supermarche
2023-04-12,1332638,346,277,supermarche
2023-04-13,1484329,333,281,supermarche
2023-04-14,1491515,486,426,supermarche
2023-04-15,2192822,495,430,supermarche
2023-04-16,1754058,524,415,supermarche
2023-04-17,1402072,357,297,supermarche
2023-04-18,1644929,394,317,supermarche
2023-04-19,2258005,533,444,supermarche
2023-04-20,2801450,711,597,supermarche
2023-04-21,1541146,397,311,supermarche
2023-04-22,2116126,636,489,supermarche
2023-04-23,1626538,535,469,supermarche
2023-04-24,1372186,409,338,supermarche
2023-04-25,1616669,415,352,supermarche
2023-04-26,1381595,379,338,supermarche
2023-04-27,1787943,442,419,supermarche
2023-04-28,2211477,648,496,supermarche
2023-04-29,4136152,1322,1227,supermarche
2023-04-30,3607458,1080,886,supermarche
2023-05-01,2144244,690,589,supermarche
2023-05-02,2291358,530,466,supermarche
2023-05-03,1572392,413,336,supermarche
2023-05-04,2094842,466,411,supermarche
2023-05-05,1628099,424,379,supermarche
2023-05-06,1579228,410,386,supermarche
2023-05-07,1488684,456,404,supermarche
2023-05-08,1258037,400,336,supermarche
2023-05-09,1068177,258,211,supermarche
2023-05-10,1422929,324,258,supermarche
2023-05-11,1407482,391,305,supermarche
2023-05-12,1500152,396,346,supermarche
2023-05-13,1737224,554,499,supermarche
2023-05-14,1548702,371,330,supermarche
2023-05-15,1220721,399,323,supermarche
2023-05-16,1161477,370,346,supermarche
2023-05-17,1070296,279,226,supermarche
2023-05-18,1093461,280,238,supermarche
2023-05-19,937479,214,181,supermarche
2023-05-20,1641930,459,424,supermarche
2023-05-21,1493906,347,316,supermarche
2023-05-22,1137594,364,302,supermarche
2023-05-23,1422964,436,387,supermarche
2023-05-24,1319071,332,303,supermarche
2023-05-25,1297852,405,373,supermarche
2023-05-26,1512097,386,348,supermarche
2023-05-27,2209283,677,575,supermarche
2023-05-28,1615554,454,346,supermarche
2023-05-29,1405868,462,358,supermarche
2023-05-30,1544397,347,290,supermarche
2023-05-31,1653869,476,405,supermarche
2023-06-01,1683127,424,336,supermarche
2023-06-02,1868807,475,418,supermarche
2023-06-03,2443018,791,750,supermarche
2023-06-04,2668829,864,768,supermarche
2023-06-05,1777343,440,335,supermarche
2023-06-06,1353959,359,340,supermarche
2023-06-07,1412033,408,356,supermarche
2023-06-08,1543612,407,339,supermarche
2023-06-09,1145798,322,268,supermarche
2023-06-10,1663820,392,351,supermarche
2023-06-11,1452131,479,384,supermarche
2023-06-12,872664,210,163,supermarche
2023-06-13,1045380,346,276,supermarche
2023-06-14,1325619,296,269,supermarche
2023-06-15,1336895,422,362,supermarche
2023-06-16,1434527,389,357,supermarche
2023-06-17,1749768,542,441,supermarche
2023-06-18,1398509,340,287,supermarche
2023-06-19,1052512,285,258,supermarche
2023-06-20,1047955,241,226,supermarche
2023-06-21,1194842,296,247,supermarche
2023-06-22,1486321,439,403,supermarche
2023-06-23,1718852,430,399,supermarche
2023-06-24,1669576,422,368,supermarche
2023-06-25,2098563,650,583,supermarche
2023-06-26,2352627,624,552,supermarche
2023-06-27,3223670,1037,780,supermarche
2023-06-28,1897050,427,383,supermarche
2023-06-29,1619471,459,415,supermarche
2023-06-30,1427468,357,280,supermarche
2023-07-01,2624292,772,582,supermarche
2023-07-02,2355770,754,711,supermarche
2023-07-03,1985686,504,416,supermarche
2023-07-04,1674721,506,391,supermarche
2023-07-05,2081886,524,448,supermarche
2023-07-06,1469619,479,452,supermarche
2023-07-07,1186736,265,230,supermarche
2023-07-08,1796905,463,416,supermarche
2023-07-09,1592100,498,407,supermarche
2023-07-10,1376780,313,248,supermarche
2023-07-11,1113413,304,265,supermarche
2023-07-12,942623,213,170,supermarche
2023-07-13,1176264,271,238,supermarche
2023-07-14,1202308,350,319,supermarche
2023-07-15,1588824,384,323,supermarche
2023-07-16,1515810,355,317,supermarche
2023-07-17,1306030,399,342,supermarche
2023-07-18,1441972,322,301,supermarche
2023-07-19,1346211,318,252,supermarche
2023-07-20,1171157,311,285,supermarche
2023-07-21,1290545,332,282,supermarche
2023-07-22,1971025,571,492,supermarche
2023-07-23,1663121,420,378,supermarche
2023-07-24,1289755,398,335,supermarche
2023-07-25,1231435,293,231,supermarche
2023-07-26,1318685,344,308,supermarche
2023-07-27,1269263,359,325,supermarche
2023-07-28,1553469,405,304,supermarche
2023-07-29,1782024,401,330,supermarche
2023-07-30,1880731,538,419,supermarche
2023-07-31,1591453,354,291,supermarche
2023-08-01,1663967,453,405,supermarche
2023-08-02,1800361,501,417,supermarche
2023-08-03,1972385,487,365,supermarche
2023-08-04,1961953,468,359,supermarche
2023-08-05,4548586,1171,990,supermarche
2023-08-06,3083872,796,686,supermarche
2023-08-07,1741753,453,394,supermarche
2023-08-08,1692317,497,454,supermarche
2023-08-09,1384158,369,282,supermarche
2023-08-10,1220817,292,260,supermarche
2023-08-11,1155526,276,235,supermarche
2023-08-12,1360162,389,325,supermarche
2023-08-13,1366705,436,346,supermarche
2023-08-14,1372285,305,285,supermarche
2023-08-15,1339870,338,281,supermarche
2023-08-16,1422767,447,371,supermarche
2023-08-17,1341159,314,259,supermarche
2023-08-18,1522353,464,381,supermarche
2023-08-19,1935633,552,416,supermarche
2023-08-20,1512451,438,410,supermarche
2023-08-21,933243,275,229,supermarche
2023-08-22,1254064,340,287,supermarche
2023-08-23,1151002,359,275,supermarche
2023-08-24,1210354,331,296,supermarche
2023-08-25,1483685,357,279,supermarche
2023-08-26,1681909,407,358,supermarche
2023-08-27,1751991,395,301,supermarche
2023-08-28,1396828,411,328,supermarche
2023-08-29,1425192,326,260,supermarche
2023-08-30,1626070,442,400,supermarche
2023-08-31,1351643,436,369,supermarche
2023-09-01,1395457,396,368,supermarche
2023-09-02,2867911,945,834,supermarche
2023-09-03,2480812,563,428,supermarche
2023-09-04,2120785,584,468,supermarche
2023-09-05,2283518,692,597,supermarche
2023-09-06,1326211,358,338,supermarche
2023-09-07,1143052,360,280,supermarche
2023-09-08,1585005,474,379,supermarche
2023-09-09,1929334,509,393,supermarche
2023-09-10,1925273,448,400,supermarche
2023-09-11,1441024,377,288,supermarche
2023-09-12,1373099,372,315,supermarche
2023-09-13,1501156,406,337,supermarche
2023-09-14,1602735,403,346,supermarche
2023-09-15,1465036,348,292,supermarche
2023-09-16,1705198,554,502,supermarche
2023-09-17,1531783,471,384,supermarche
2023-09-18,1223947,295,251,supermarche
2023-09-19,1460095,338,312,supermarche
2023-09-20,1397635,416,349,supermarche
2023-09-21,1583940,415,352,supermarche
2023-09-22,1446732,458,403,supermarche
2023-09-23,1772534,425,400,supermarche
2023-09-24,2543454,769,657,supermarche
2023-09-25,2673314,691,605,supermarche
2023-09-26,3340669,795,659,supermarche
2023-09-27,2430279,750,666,supermarche
2023-09-28,2345295,559,454,supermarche
2023-09-29,1748131,533,495,supermarche
2023-09-30,2137653,536,418,supermarche
2023-10-01,2875668,920,852,supermarche
2023-10-02,1760600,418,355,supermarche
2023-10-03,1971439,440,388,supermarche
2023-10-04,2132239,539,422,supermarche
2023-10-05,2000966,616,463,supermarche
2023-10-06,1667925,434,371,supermarche
2023-10-07,1988150,637,570,supermarche
2023-10-08,1734102,528,486,supermarche
2023-10-09,1384283,340,276,supermarche
2023-10-10,1621357,437,399,supermarche
2023-10-11,1070223,286,261,supermarche
2023-10-12,1254680,358,280,supermarche
2023-10-13,1520654,482,384,supermarche
2023-10-14,1959802,609,499,supermarche
2023-10-15,1989695,500,437,supermarche
2023-10-16,1342785,380,348,supermarche
2023-10-17,1463147,370,286,supermarche
2023-10-18,1409737,351,286,supermarche
2023-10-19,1327687,406,373,supermarche
2023-10-20,1427677,427,391,supermarche
2023-10-21,2018654,499,425,supermarche
2023-10-22,1406539,406,321,supermarche
2023-10-23,1391805,323,291,supermarche
2023-10-24,1434922,343,302,supermarche
2023-10-25,1480780,369,318,supermarche
2023-10-26,1609785,508,426,supermarche
2023-10-27,1900279,497,410,supermarche
2023-10-28,2191875,490,378,supermarche
2023-10-29,1853589,451,421,supermarche
2023-10-30,1582579,462,425,supermarche
2023-10-31,1777670,430,391,supermarche
2023-11-01,1990696,657,619,supermarche
2023-11-02,1852747,436,351,supermarche
2023-11-03,2336034,542,418,supermarche
2023-11-04,2887686,918,732,supermarche
2023-11-05,3040631,1007,849,supermarche
2023-11-06,1744570,506,409,supermarche
2023-11-07,1206143,293,222,supermarche
2023-11-08,1577334,363,285,supermarche
2023-11-09,1773935,568,453,supermarche
2023-11-10,1514184,489,448,supermarche
2023-11-11,2159628,553,427,supermarche
2023-11-12,1949581,451,389,supermarche
2023-11-13,1515765,401,335,supermarche
2023-11-14,1348980,324,282,supermarche
2023-11-15,1122981,258,216,supermarche
2023-11-16,1677405,431,383,supermarche
2023-11-17,1723840,513,437,supermarche
2023-11-18,1872310,501,441,supermarche
2023-11-19,1531875,346,301,supermarche
2023-11-20,1375975,348,265,supermarche
2023-11-21,1738602,514,422,supermarche
2023-11-22,1389316,432,347,supermarche
2023-11-23,1440826,323,263,supermarche
2023-11-24,1209661,308,248,supermarche
2023-11-25,1836120,554,472,supermarche
2023-11-26,1912431,454,392,supermarche
2023-11-27,1506277,399,322,supermarche
2023-11-28,1681202,537,469,supermarche
