date,montant_total,nb_transactions,nb_clients,use_case
2022-03-04,315515,77,61,restaurant
2022-03-05,636268,182,163,restaurant
2022-03-06,569189,142,122,restaurant
2022-03-07,366863,116,95,restaurant
2022-03-08,280089,62,51,restaurant
2022-03-09,273471,63,55,restaurant
2022-03-10,320369,82,69,restaurant
2022-03-11,412212,125,111,restaurant
2022-03-12,387434,87,81,restaurant
2022-03-13,487407,111,91,restaurant
2022-03-14,357775,80,73,restaurant
2022-03-15,328269,95,78,restaurant
2022-03-16,301892,92,79,restaurant
2022-03-17,374399,85,75,restaurant
2022-03-18,281991,71,67,restaurant
2022-03-19,473942,147,125,restaurant
2022-03-20,491914,121,107,restaurant
2022-03-21,364231,102,82,restaurant
2022-03-22,365082,84,78,restaurant
2022-03-23,365226,96,81,restaurant
2022-03-24,368767,90,81,restaurant
2022-03-25,403484,93,76,restaurant
2022-03-26,449502,116,87,restaurant
2022-03-27,477132,129,110,restaurant
2022-03-28,398673,130,98,restaurant
2022-03-29,261020,61,50,restaurant
2022-03-30,351234,84,66,restaurant
2022-03-31,290830,73,55,restaurant
2022-04-01,554483,145,127,restaurant
2022-04-02,676969,165,155,restaurant
2022-04-03,560314,133,106,restaurant
2022-04-04,400071,109,83,restaurant
2022-04-05,397235,109,85,restaurant
2022-04-06,303278,93,74,restaurant
2022-04-07,327268,82,66,restaurant
2022-04-08,270369,60,53,restaurant
2022-04-09,476784,131,104,restaurant
2022-04-10,421850,119,107,restaurant
2022-04-11,270080,72,55,restaurant
2022-04-12,277604,74,62,restaurant
2022-04-13,233685,64,55,restaurant
2022-04-14,184762,46,34,restaurant
2022-04-15,290921,77,70,restaurant
2022-04-16,258530,64,50,restaurant
2022-04-17,335112,110,95,restaurant
2022-04-18,211779,48,41,restaurant
2022-04-19,302422,82,70,restaurant
2022-04-20,193450,43,35,restaurant
2022-04-21,244381,78,63,restaurant
2022-04-22,213374,50,37,restaurant
2022-04-23,301753,94,83,restaurant
2022-04-24,381071,96,88,restaurant
2022-04-25,280465,81,63,restaurant
2022-04-26,296504,71,64,restaurant
2022-04-27,267774,75,67,restaurant
2022-04-28,361763,103,96,restaurant
2022-04-29,440277,106,95,restaurant
2022-04-30,966419,306,284,restaurant
2022-05-01,1170039,336,312,restaurant
2022-05-02,588731,164,123,restaurant
2022-05-03,566402,127,109,restaurant
2022-05-04,446729,113,94,restaurant
2022-05-05,359988,89,80,restaurant
2022-05-06,275179,65,59,restaurant
2022-05-07,487531,157,135,restaurant
2022-05-08,411489,112,103,restaurant
2022-05-09,286270,89,80,restaurant
2022-05-10,321645,81,62,restaurant
2022-05-11,362070,116,106,restaurant
2022-05-12,320717,79,60,restaurant
2022-05-13,256402,60,56,restaurant
2022-05-14,363330,81,72,restaurant
2022-05-15,411728,98,84,restaurant
2022-05-16,323829,89,82,restaurant
2022-05-17,346385,114,96,restaurant
2022-05-18,287689,93,71,restaurant
2022-05-19,362194,87,75,restaurant
2022-05-20,300917,67,55,restaurant
2022-05-21,555487,166,156,restaurant
2022-05-22,466181,154,145,restaurant
2022-05-23,359372,115,98,restaurant
2022-05-24,354254,79,67,restaurant
2022-05-25,444907,120,105,restaurant
2022-05-26,464857,119,110,restaurant
2022-05-27,556952,163,128,restaurant
2022-05-28,494170,133,109,restaurant
2022-05-29,462784,103,97,restaurant
2022-05-30,383132,94,80,restaurant
2022-05-31,453878,112,87,restaurant
2022-06-01,407664,93,85,restaurant
2022-06-02,341590,77,71,restaurant
2022-06-03,582739,189,142,restaurant
2022-06-04,809932,180,140,restaurant
2022-06-05,607561,156,128,restaurant
2022-06-06,368449,101,81,restaurant
2022-06-07,446580,144,132,restaurant
2022-06-08,377365,90,84,restaurant
2022-06-09,369809,86,68,restaurant
2022-06-10,295387,66,57,restaurant
2022-06-11,496642,148,130,restaurant
2022-06-12,368430,116,102,restaurant
2022-06-13,419248,110,99,restaurant
2022-06-14,452657,118,101,restaurant
2022-06-15,383087,88,73,restaurant
2022-06-16,410898,101,80,restaurant
2022-06-17,464124,144,108,restaurant
2022-06-18,637958,177,148,restaurant
2022-06-19,362881,83,68,restaurant
2022-06-20,432639,120,104,restaurant
2022-06-21,380986,88,82,restaurant
2022-06-22,255379,69,65,restaurant
2022-06-23,346050,92,75,restaurant
2022-06-24,277939,89,69,restaurant
2022-06-25,570122,178,138,restaurant
2022-06-26,602496,184,150,restaurant
2022-06-27,337045,77,65,restaurant
2022-06-28,323570,98,74,restaurant
2022-06-29,426948,131,105,restaurant
2022-06-30,399188,120,98,restaurant
2022-07-01,343728,91,80,restaurant
2022-07-02,520546,120,112,restaurant
2022-07-03,608514,196,157,restaurant
2022-07-04,472098,144,114,restaurant
2022-07-05,492908,138,116,restaurant
2022-07-06,349484,94,84,restaurant
2022-07-07,716897,234,187,restaurant
2022-07-08,824331,218,186,restaurant
2022-07-09,590997,186,156,restaurant
2022-07-10,410218,120,99,restaurant
2022-07-11,341134,112,91,restaurant
2022-07-12,302250,95,88,restaurant
2022-07-13,270832,69,61,restaurant
2022-07-14,331191,105,90,restaurant
2022-07-15,431581,111,99,restaurant
2022-07-16,407890,119,97,restaurant
2022-07-17,452894,114,98,restaurant
2022-07-18,251394,79,61,restaurant
2022-07-19,362483,107,83,restaurant
2022-07-20,308990,94,87,restaurant
2022-07-21,285369,91,77,restaurant
2022-07-22,350737,110,91,restaurant
2022-07-23,485767,109,100,restaurant
2022-07-24,431411,132,116,restaurant
2022-07-25,378551,86,74,restaurant
2022-07-26,264367,63,49,restaurant
2022-07-27,396185,113,94,restaurant
2022-07-28,269203,84,73,restaurant
2022-07-29,364913,106,91,restaurant
2022-07-30,530578,139,105,restaurant
2022-07-31,414300,118,91,restaurant
2022-08-01,457773,135,119,restaurant
2022-08-02,378612,91,79,restaurant
2022-08-03,227982,64,59,restaurant
2022-08-04,453804,106,99,restaurant
2022-08-05,752567,170,133,restaurant
2022-08-06,934007,301,270,restaurant
2022-08-07,793808,247,224,restaurant
2022-08-08,451838,136,106,restaurant
2022-08-09,376292,94,80,restaurant
2022-08-10,314318,88,81,restaurant
2022-08-11,402406,109,89,restaurant
2022-08-12,318874,86,69,restaurant
2022-08-13,475202,141,131,restaurant
2022-08-14,610261,170,145,restaurant
2022-08-15,367797,115,107,restaurant
2022-08-16,386333,98,80,restaurant
2022-08-17,362958,92,78,restaurant
2022-08-18,313364,72,65,restaurant
2022-08-19,303921,90,80,restaurant
2022-08-20,399939,131,113,restaurant
2022-08-21,497742,141,128,restaurant
2022-08-22,356639,112,102,restaurant
2022-08-23,321680,76,59,restaurant
2022-08-24,274279,82,73,restaurant
2022-08-25,376912,93,79,restaurant
2022-08-26,460101,136,111,restaurant
2022-08-27,366503,99,93,restaurant
2022-08-28,626831,194,168,restaurant
2022-08-29,550890,181,167,restaurant
2022-08-30,405493,92,79,restaurant
2022-08-31,406977,100,78,restaurant
2022-09-01,496302,128,111,restaurant
2022-09-02,631271,143,133,restaurant
2022-09-03,652894,177,136,restaurant
2022-09-04,687661,176,146,restaurant
2022-09-05,582075,188,153,restaurant
2022-09-06,343951,90,84,restaurant
2022-09-07,270275,76,62,restaurant
2022-09-08,351370,105,88,restaurant
2022-09-09,502256,156,122,restaurant
2022-09-10,296257,67,55,restaurant
2022-09-11,506610,130,113,restaurant
2022-09-12,364529,116,110,restaurant
2022-09-13,311159,82,71,restaurant
2022-09-14,381583,115,106,restaurant
2022-09-15,389581,117,92,restaurant
2022-09-16,390252,101,77,restaurant
2022-09-17,505099,121,101,restaurant
2022-09-18,284307,78,67,restaurant
2022-09-19,419107,129,101,restaurant
2022-09-20,296676,74,61,restaurant
2022-09-21,325995,107,83,restaurant
2022-09-22,448151,147,116,restaurant
2022-09-23,493964,147,130,restaurant
2022-09-24,521922,131,104,restaurant
2022-09-25,595368,189,150,restaurant
2022-09-26,483142,113,93,restaurant
2022-09-27,476341,119,94,restaurant
2022-09-28,487135,161,123,restaurant
2022-09-29,417242,125,94,restaurant
2022-09-30,456803,125,116,restaurant
2022-10-01,526476,124,101,restaurant
2022-10-02,567040,145,116,restaurant
2022-10-03,343369,87,72,restaurant
2022-10-04,287081,83,77,restaurant
2022-10-05,801369,193,150,restaurant
2022-10-06,702719,161,146,restaurant
2022-10-07,986939,271,204,restaurant
2022-10-08,828093,209,167,restaurant
2022-10-09,465689,145,132,restaurant
2022-10-10,371574,114,91,restaurant
2022-10-11,406371,134,125,restaurant
2022-10-12,401417,117,100,restaurant
2022-10-13,318921,80,73,restaurant
2022-10-14,392074,100,88,restaurant
2022-10-15,646561,198,184,restaurant
2022-10-16,371078,98,74,restaurant
2022-10-17,274546,84,75,restaurant
2022-10-18,380874,113,93,restaurant
2022-10-19,332238,96,78,restaurant
2022-10-20,311034,80,67,restaurant
2022-10-21,445188,111,104,restaurant
2022-10-22,471996,154,123,restaurant
2022-10-23,596386,153,116,restaurant
2022-10-24,571252,163,147,restaurant
2022-10-25,406439,128,97,restaurant
2022-10-26,419097,103,86,restaurant
2022-10-27,558813,165,150,restaurant
2022-10-28,495430,145,125,restaurant
2022-10-29,723742,204,156,restaurant
2022-10-30,605962,184,157,restaurant
2022-10-31,470538,109,97,restaurant
2022-11-01,542991,134,123,restaurant
2022-11-02,602364,178,150,restaurant
2022-11-03,552973,169,145,restaurant
2022-11-04,524898,120,90,restaurant
2022-11-05,574623,130,122,restaurant
2022-11-06,666445,150,126,restaurant
2022-11-07,413663,118,108,restaurant
2022-11-08,402979,131,113,restaurant
2022-11-09,368087,118,104,restaurant
2022-11-10,372236,106,94,restaurant
2022-11-11,381601,100,90,restaurant
2022-11-12,521149,149,130,restaurant
2022-11-13,579673,173,130,restaurant
2022-11-14,463032,107,80,restaurant
2022-11-15,414912,94,85,restaurant
2022-11-16,478773,106,86,restaurant
2022-11-17,373089,100,87,restaurant
2022-11-18,495996,115,108,restaurant
2022-11-19,537200,147,131,restaurant
2022-11-20,701913,209,161,restaurant
2022-11-21,316863,91,72,restaurant
2022-11-22,323467,105,79,restaurant
2022-11-23,386205,107,94,restaurant
2022-11-24,414915,124,116,restaurant
2022-11-25,473845,107,90,restaurant
2022-11-26,608329,155,121,restaurant
2022-11-27,634011,162,138,restaurant
2022-11-28,478723,143,112,restaurant
2022-11-29,396433,95,77,restaurant
2022-11-30,390850,126,118,restaurant
2022-12-01,684999,169,131,restaurant
2022-12-02,529176,125,99,restaurant
2022-12-03,839680,215,186,restaurant
2022-12-04,587644,187,173,restaurant
2022-12-05,477369,110,103,restaurant
2022-12-06,429410,100,91,restaurant
2022-12-07,508412,162,134,restaurant
2022-12-08,635276,178,142,restaurant
2022-12-09,482720,154,122,restaurant
2022-12-10,870611,216,165,restaurant
2022-12-11,675329,181,157,restaurant
2022-12-12,559224,131,107,restaurant
2022-12-13,532870,156,144,restaurant
2022-12-14,627251,149,131,restaurant
2022-12-15,556656,137,121,restaurant
2022-12-16,517866,131,117,restaurant
2022-12-17,644405,183,164,restaurant
2022-12-18,661418,204,186,restaurant
2022-12-19,461626,153,123,restaurant
2022-12-20,566705,144,136,restaurant
2022-12-21,359906,91,78,restaurant
2022-12-22,683201,163,125,restaurant
2022-12-23,843890,189,154,restaurant
2022-12-24,1822820,461,431,restaurant
2022-12-25,907490,262,233,restaurant
2022-12-26,633631,204,176,restaurant
2022-12-27,639661,208,192,restaurant
2022-12-28,382830,85,80,restaurant
2022-12-29,595102,143,107,restaurant
2022-12-30,925179,305,248,restaurant
2022-12-31,2004487,498,417,restaurant
2023-01-01,995967,292,277,restaurant
2023-01-02,427721,131,119,restaurant
2023-01-03,273676,67,53,restaurant
2023-01-04,448807,112,90,restaurant
2023-01-05,409980,92,71,restaurant
2023-01-06,416398,114,100,restaurant
2023-01-07,520039,144,115,restaurant
2023-01-08,509798,117,93,restaurant
2023-01-09,378968,114,86,restaurant
2023-01-10,285441,66,55,restaurant
2023-01-11,446621,100,78,restaurant
2023-01-12,402120,96,88,restaurant
2023-01-13,402757,97,84,restaurant
2023-01-14,546987,130,110,restaurant
2023-01-15,585072,184,142,restaurant
2023-01-16,329238,99,83,restaurant
2023-01-17,478758,154,133,restaurant
2023-01-18,442178,127,106,restaurant
2023-01-19,334176,110,84,restaurant
2023-01-20,333023,85,68,restaurant
2023-01-21,292389,72,66,restaurant
2023-01-22,397662,118,111,restaurant
2023-01-23,344311,107,90,restaurant
2023-01-24,462992,120,90,restaurant
2023-01-25,442639,126,107,restaurant
2023-01-26,392320,128,98,restaurant
2023-01-27,353643,98,76,restaurant
2023-01-28,753918,179,141,restaurant
2023-01-29,664007,204,157,restaurant
2023-01-30,521520,171,160,restaurant
2023-01-31,493249,160,137,restaurant
2023-02-01,491767,120,109,restaurant
2023-02-02,467668,133,121,restaurant
2023-02-03,535943,145,127,restaurant
2023-02-04,647365,170,152,restaurant
2023-02-05,534644,124,98,restaurant
2023-02-06,317344,71,58,restaurant
2023-02-07,370199,92,78,restaurant
2023-02-08,310593,81,72,restaurant
2023-02-09,339804,102,90,restaurant
2023-02-10,349341,112,84,restaurant
2023-02-11,466335,108,96,restaurant
2023-02-12,334112,81,67,restaurant
2023-02-13,247861,55,41,restaurant
2023-02-14,241886,56,48,restaurant
2023-02-15,426957,114,105,restaurant
2023-02-16,326120,74,61,restaurant
2023-02-17,380406,87,68,restaurant
2023-02-18,354147,90,78,restaurant
2023-02-19,409495,100,93,restaurant
2023-02-20,353326,108,86,restaurant
2023-02-21,343232,101,93,restaurant
2023-02-22,415865,113,96,restaurant
2023-02-23,427623,131,108,restaurant
2023-02-24,244650,54,43,restaurant
2023-02-25,364215,87,67,restaurant
2023-02-26,610060,136,114,restaurant
2023-02-27,392648,112,102,restaurant
2023-02-28,292616,80,63,restaurant
2023-03-01,541134,166,130,restaurant
2023-03-02,534343,174,156,restaurant
2023-03-03,435726,102,92,restaurant
2023-03-04,877916,226,208,restaurant
2023-03-05,636145,186,141,restaurant
2023-03-06,363726,95,89,restaurant
2023-03-07,408334,117,99,restaurant
2023-03-08,362190,118,92,restaurant
2023-03-09,420180,114,97,restaurant
2023-03-10,392510,105,92,restaurant
2023-03-11,622114,188,166,restaurant
2023-03-12,424743,95,73,restaurant
2023-03-13,307025,71,55,restaurant
2023-03-14,474367,117,107,restaurant
2023-03-15,388229,103,89,restaurant
2023-03-16,389143,90,77,restaurant
2023-03-17,438079,131,115,restaurant
2023-03-18,638791,177,155,restaurant
2023-03-19,554488,123,93,restaurant
2023-03-20,316165,70,58,restaurant
2023-03-21,375266,97,87,restaurant
2023-03-22,391312,90,74,restaurant
2023-03-23,332584,78,70,restaurant
2023-03-24,206584,49,41,restaurant
2023-03-25,344450,90,67,restaurant
2023-03-26,392058,112,92,restaurant
2023-03-27,356317,99,83,restaurant
2023-03-28,246227,73,60,restaurant
2023-03-29,355069,90,75,restaurant
2023-03-30,343249,96,88,restaurant
2023-03-31,158839,52,42,restaurant
2023-04-01,859594,240,199,restaurant
2023-04-02,983806,251,226,restaurant
2023-04-03,1023950,242,216,restaurant
2023-04-04,586365,174,162,restaurant
2023-04-05,443854,143,133,restaurant
2023-04-06,250338,67,53,restaurant
2023-04-07,247508,72,58,restaurant
2023-04-08,383947,110,95,restaurant
2023-04-09,462874,113,90,restaurant
2023-04-10,226259,69,61,restaurant
2023-04-11,246895,75,64,restaurant
2023-04-12,232260,60,48,restaurant
2023-04-13,273185,61,51,restaurant
2023-04-14,275174,89,78,restaurant
2023-04-15,469155,105,91,restaurant
2023-04-16,386858,115,91,restaurant
2023-04-17,265770,67,55,restaurant
2023-04-18,274075,65,52,restaurant
2023-04-19,388623,91,75,restaurant
2023-04-20,484064,122,102,restaurant
2023-04-21,412242,106,83,restaurant
2023-04-22,710607,213,163,restaurant
2023-04-23,596029,196,172,restaurant
2023-04-24,450578,134,110,restaurant
2023-04-25,542160,139,118,restaurant
2023-04-26,370956,101,90,restaurant
2023-04-27,528515,130,123,restaurant
2023-04-28,631524,185,141,restaurant
2023-04-29,1353727,432,401,restaurant
2023-04-30,1154482,345,283,restaurant
2023-05-01,541733,174,148,restaurant
2023-05-02,596749,138,121,restaurant
2023-05-03,359330,94,76,restaurant
2023-05-04,566053,126,111,restaurant
2023-05-05,387003,100,89,restaurant
2023-05-06,480164,124,116,restaurant
2023-05-07,525922,161,142,restaurant
2023-05-08,392354,124,104,restaurant
2023-05-09,288555,69,56,restaurant
2023-05-10,444550,101,80,restaurant
2023-05-11,438361,121,94,restaurant
2023-05-12,480281,127,111,restaurant
2023-05-13,579254,184,165,restaurant
2023-05-14,560105,134,119,restaurant
2023-05-15,375821,123,99,restaurant
2023-05-16,330673,105,98,restaurant
2023-05-17,287788,75,60,restaurant
2023-05-18,298225,76,64,restaurant
2023-05-19,228935,52,44,restaurant
2023-05-20,535822,150,138,restaurant
2023-05-21,531649,123,112,restaurant
2023-05-22,336687,107,88,restaurant
2023-05-23,447734,137,121,restaurant
2023-05-24,398652,100,91,restaurant
2023-05-25,388724,121,111,restaurant
2023-05-26,419029,107,96,restaurant
2023-05-27,696260,213,181,restaurant
2023-05-28,494964,139,106,restaurant
2023-05-29,385692,126,97,restaurant
2023-05-30,425141,95,79,restaurant
2023-05-31,467561,134,114,restaurant
2023-06-01,411811,103,81,restaurant
2023-06-02,474717,120,105,restaurant
2023-06-03,682484,221,209,restaurant
2023-06-04,885934,287,255,restaurant
2023-06-05,466798,115,87,restaurant
2023-06-06,388476,103,97,restaurant
2023-06-07,430580,124,108,restaurant
2023-06-08,492513,129,107,restaurant
2023-06-09,312870,88,73,restaurant
2023-06-10,536097,126,112,restaurant
2023-06-11,500267,165,132,restaurant
2023-06-12,207623,50,38,restaurant
2023-06-13,273406,90,71,restaurant
2023-06-14,395173,88,80,restaurant
2023-06-15,399797,126,108,restaurant
2023-06-16,443569,120,110,restaurant
2023-06-17,576394,178,145,restaurant
2023-06-18,470178,114,96,restaurant
2023-06-19,290040,78,70,restaurant
2023-06-20,273590,63,59,restaurant
2023-06-21,337049,83,69,restaurant
2023-06-22,466334,137,125,restaurant
2023-06-23,572388,143,132,restaurant
2023-06-24,534138,135,117,restaurant
2023-06-25,755785,234,210,restaurant
2023-06-26,637451,169,149,restaurant
2023-06-27,864122,278,209,restaurant
2023-06-28,523527,118,105,restaurant
2023-06-29,402336,114,103,restaurant
2023-06-30,361078,90,70,restaurant
2023-07-01,791595,232,174,restaurant
2023-07-02,764845,244,230,restaurant
2023-07-03,568199,144,118,restaurant
2023-07-04,418365,126,97,restaurant
2023-07-05,572418,144,123,restaurant
2023-07-06,445901,145,136,restaurant
2023-07-07,341665,76,66,restaurant
2023-07-08,619317,159,143,restaurant
2023-07-09,592858,185,151,restaurant
2023-07-10,457102,104,82,restaurant
2023-07-11,315388,86,75,restaurant
2023-07-12,237274,53,42,restaurant
2023-07-13,341469,78,68,restaurant
2023-07-14,352843,102,93,restaurant
2023-07-15,517198,125,105,restaurant
2023-07-16,552743,129,115,restaurant
2023-07-17,422719,129,110,restaurant
2023-07-18,464950,103,96,restaurant
2023-07-19,418364,98,77,restaurant
2023-07-20,338432,90,82,restaurant
2023-07-21,392125,100,85,restaurant
2023-07-22,705468,204,176,restaurant
2023-07-23,630315,159,143,restaurant
2023-07-24,416578,128,107,restaurant
2023-07-25,369102,87,68,restaurant
2023-07-26,346052,90,80,restaurant
2023-07-27,318010,90,81,restaurant
2023-07-28,433230,113,84,restaurant
2023-07-29,511163,115,94,restaurant
2023-07-30,638445,182,141,restaurant
2023-07-31,475938,105,86,restaurant
2023-08-01,429560,116,103,restaurant
2023-08-02,471952,131,109,restaurant
2023-08-03,537297,132,99,restaurant
2023-08-04,453887,108,83,restaurant
2023-08-05,1374135,353,298,restaurant
2023-08-06,1047615,270,232,restaurant
2023-08-07,547595,142,123,restaurant
2023-08-08,540446,158,144,restaurant
2023-08-09,434887,116,88,restaurant
2023-08-10,365666,87,77,restaurant
2023-08-11,336987,80,68,restaurant
2023-08-12,412165,118,98,restaurant
2023-08-13,481558,153,121,restaurant
2023-08-14,457516,101,94,restaurant
2023-08-15,424287,107,89,restaurant
2023-08-16,458787,144,119,restaurant
2023-08-17,421337,98,81,restaurant
2023-08-18,503336,153,125,restaurant
2023-08-19,695861,198,149,restaurant
2023-08-20,556057,161,151,restaurant
2023-08-21,253083,74,61,restaurant
2023-08-22,383373,103,87,restaurant
2023-08-23,335024,104,79,restaurant
2023-08-24,361585,98,87,restaurant
2023-08-25,484669,116,90,restaurant
2023-08-26,483673,117,103,restaurant
2023-08-27,585307,131,100,restaurant
2023-08-28,397714,117,93,restaurant
2023-08-29,389719,89,71,restaurant
2023-08-30,469785,127,114,restaurant
2023-08-31,355466,114,96,restaurant
2023-09-01,287975,81,75,restaurant
2023-09-02,845909,278,245,restaurant
2023-09-03,777124,176,133,restaurant
2023-09-04,587847,162,129,restaurant
2023-09-05,624355,189,163,restaurant
2023-09-06,356310,96,90,restaurant
2023-09-07,297969,93,72,restaurant
2023-09-08,497708,149,119,restaurant
2023-09-09,647489,171,132,restaurant
2023-09-10,737139,171,152,restaurant
2023-09-11,462483,121,92,restaurant
2023-09-12,407669,110,93,restaurant
2023-09-13,462044,125,104,restaurant
2023-09-14,507677,127,109,restaurant
2023-09-15,445234,105,88,restaurant
2023-09-16,537071,174,157,restaurant
2023-09-17,526012,161,131,restaurant
2023-09-18,357180,86,73,restaurant
2023-09-19,445888,103,95,restaurant
2023-09-20,415036,123,103,restaurant
2023-09-21,498647,130,110,restaurant
2023-09-22,436686,138,121,restaurant
2023-09-23,570376,136,128,restaurant
2023-09-24,974303,294,251,restaurant
2023-09-25,881306,227,199,restaurant
2023-09-26,900772,214,177,restaurant
2023-09-27,670266,207,184,restaurant
2023-09-28,677318,161,130,restaurant
2023-09-29,476675,145,134,restaurant
2023-09-30,630710,158,123,restaurant
2023-10-01,989824,316,292,restaurant
2023-10-02,453008,107,91,restaurant
2023-10-03,508807,113,99,restaurant
2023-10-04,567419,143,111,restaurant
2023-10-05,515628,158,118,restaurant
2023-10-06,513631,133,113,restaurant
2023-10-07,679733,217,194,restaurant
2023-10-08,640122,195,179,restaurant
2023-10-09,439383,108,87,restaurant
2023-10-10,526004,141,128,restaurant
2023-10-11,270871,72,65,restaurant
2023-10-12,356307,101,79,restaurant
2023-10-13,475478,150,119,restaurant
2023-10-14,670883,208,170,restaurant
2023-10-15,779952,196,171,restaurant
2023-10-16,422037,119,109,restaurant
2023-10-17,453979,114,88,restaurant
2023-10-18,426244,106,86,restaurant
2023-10-19,388579,119,109,restaurant
2023-10-20,433639,129,118,restaurant
2023-10-21,700446,173,147,restaurant
2023-10-22,461915,133,105,restaurant
2023-10-23,438018,101,91,restaurant
2023-10-24,440058,105,92,restaurant
2023-10-25,458153,114,98,restaurant
2023-10-26,445345,140,117,restaurant
2023-10-27,556158,145,119,restaurant
2023-10-28,664282,148,114,restaurant
2023-10-29,592475,144,134,restaurant
2023-10-30,446942,130,119,restaurant
2023-10-31,507291,122,111,restaurant
2023-11-01,515763,170,160,restaurant
2023-11-02,451097,106,85,restaurant
2023-11-03,637013,147,113,restaurant
2023-11-04,845977,269,214,restaurant
2023-11-05,1036085,343,289,restaurant
2023-11-06,569775,165,133,restaurant
2023-11-07,324755,78,59,restaurant
2023-11-08,493424,113,88,restaurant
2023-11-09,584305,187,149,restaurant
2023-11-10,466283,150,137,restaurant
2023-11-11,760953,195,150,restaurant
2023-11-12,748086,173,149,restaurant
2023-11-13,496569,131,109,restaurant
2023-11-14,394996,94,81,restaurant
2023-11-15,290030,66,55,restaurant
2023-11-16,537914,138,122,restaurant
2023-11-17,561702,167,142,restaurant
2023-11-18,616117,165,145,restaurant
2023-11-19,522168,117,101,restaurant
2023-11-20,425540,107,81,restaurant
2023-11-21,571290,168,138,restaurant
2023-11-22,409073,127,102,restaurant
2023-11-23,432556,97,79,restaurant
2023-11-24,327932,83,66,restaurant
2023-11-25,601495,181,154,restaurant
2023-11-26,629674,149,128,restaurant
2023-11-27,409336,108,87,restaurant
2023-11-28,459799,146,127,restaurant
2023-11-29,539262,170,139,restaurant
2023-11-30,588663,157,139,restaurant
2023-12-01,626235,139,107,restaurant
2023-12-02,783021,215,178,restaurant
2023-12-03,631209,144,128,restaurant
2023-12-04,420479,99,93,restaurant
2023-12-05,695705,164,123,restaurant
2023-12-06,486974,143,108,restaurant
2023-12-07,515419,131,116,restaurant
2023-12-08,482047,130,107,restaurant
2023-12-09,601396,189,157,restaurant
2023-12-10,675091,216,177,restaurant
2023-12-11,503320,114,100,restaurant
2023-12-12,406014,104,78,restaurant
2023-12-13,615296,155,144,restaurant
2023-12-14,611772,149,115,restaurant
2023-12-15,548734,126,96,restaurant
2023-12-16,577714,191,159,restaurant
2023-12-17,702437,204,172,restaurant
2023-12-18,451766,141,121,restaurant
2023-12-19,506542,144,129,restaurant
2023-12-20,594938,147,122,restaurant
2023-12-21,559895,139,111,restaurant
2023-12-22,810835,220,200,restaurant
2023-12-23,1129935,266,245,restaurant
2023-12-24,1460819,419,363,restaurant
2023-12-25,841982,236,205,restaurant
2023-12-26,824802,231,180,restaurant
2023-12-27,719526,197,153,restaurant
2023-12-28,550239,170,128,restaurant
2023-12-29,852018,214,187,restaurant
2023-12-30,1267247,350,284,restaurant
2023-12-31,1590776,396,344,restaurant
2024-01-01,583211,130,109,restaurant
2024-01-02,536472,133,103,restaurant
2024-01-03,464771,123,115,restaurant
